respondent_id,xyz_vaccine,seasonal_vaccine
28381,0.774793078,0.945584119
28382,0.168998286,0.300232163
28383,0.004942159,0.070693525
28384,0.081206284,0.210239524
28385,0.740486522,0.932405438
28386,0.060103406,0.135876949
28387,0.198064324,0.848121987
28388,0.467171427,0.612710363
28389,0.047633623,0.123776756
28390,0.715460942,0.889709146
28391,0.142962632,0.279742551
28392,0.253922396,0.560201763
28393,0.092879582,0.979270193
28394,0.024277134,0.219949038
28395,0.024017894,0.833595013
28396,0.048630869,0.233897136
28397,0.149817693,0.309992014
28398,0.057206918,0.104234348
28399,0.820700622,0.929015948
28400,0.015988972,0.892821831
28401,0.005159014,0.01137803
28402,0.258908866,0.358909289
28403,0.161042793,0.447588528
28404,0.050152667,0.715325037
28405,0.009991982,0.058286334
28406,0.085367727,0.17511978
28407,0.372116362,0.262079241
28408,0.189731144,0.968192893
28409,0.012444668,0.109964049
28410,0.810169124,0.926073611
28411,0.145956173,0.084969112
28412,0.830518661,0.889362535
28413,0.103286563,0.148123213
28414,0.948334439,0.985585096
28415,0.008457429,0.040476023
28416,0.046541161,0.301961292
28417,0.075729462,0.179318772
28418,0.655948578,0.489310756
28419,0.863447518,0.825292313
28420,0.777158797,0.925190815
28421,0.027749644,0.65412739
28422,0.182036634,0.274857243
28423,0.048241632,0.051837259
28424,0.144755115,0.1032579
28425,0.030308385,0.081463899
28426,0.134449509,0.44332917
28427,0.636857377,0.29691248
28428,0.086570217,0.822450007
28429,0.222377643,0.025131097
28430,0.787112652,0.79546614
28431,0.808738329,0.882703276
28432,0.016058503,0.154251507
28433,0.115606097,0.262149207
28434,0.038016745,0.591898671
28435,0.075496713,0.779725571
28436,0.008073566,0.034756033
28437,0.04889726,0.366103217
28438,0.003714853,0.066108057
28439,0.071694473,0.07626944
28440,0.042231636,0.923437137
28441,0.689731554,0.893508866
28442,0.085660832,0.848179626
28443,0.581977954,0.813513211
28444,0.186007355,0.24772079
28445,0.084456353,0.154016697
28446,0.081445293,0.374800568
28447,0.053091938,0.441425293
28448,0.561981173,0.273178461
28449,0.052830151,0.371196748
28450,0.067811708,0.440048888
28451,0.01851196,0.193158809
28452,0.086295131,0.190769398
28453,0.027080845,0.468211254
28454,0.150426453,0.343181965
28455,0.717540071,0.867265877
28456,0.183266151,0.548004993
28457,0.496632603,0.64886777
28458,0.158824727,0.577605121
28459,0.023189588,0.017740869
28460,0.04699519,0.054941558
28461,0.24518239,0.328080316
28462,0.027398341,0.24399942
28463,0.594338258,0.123154458
28464,0.162485062,0.510132119
28465,0.672950343,0.524471656
28466,0.106295663,0.155810639
28467,0.315972223,0.727243752
28468,0.134804305,0.261143649
28469,0.15439792,0.194040112
28470,0.092536254,0.368573293
28471,0.100942408,0.819068204
28472,0.120750191,0.554523377
28473,0.027916042,0.080810257
28474,0.055873669,0.219281144
28475,0.470516903,0.71505312
28476,0.068795279,0.083074956
28477,0.008428532,0.018850004
28478,0.202751724,0.579118836
28479,0.356056318,0.365500369
28480,0.054726902,0.220909695
28481,0.017182417,0.449312266
28482,0.439711798,0.785183496
28483,0.027472564,0.494574906
28484,0.019225757,0.252934015
28485,0.060473246,0.100398774
28486,0.067946886,0.057670155
28487,0.003803103,0.020441445
28488,0.273076928,0.629083355
28489,0.400277727,0.38527005
28490,0.039692791,0.520092835
28491,0.098758767,0.613562724
28492,0.124368547,0.567649614
28493,0.070965568,0.03028441
28494,0.74123017,0.519339955
28495,0.019060558,0.060901636
28496,0.119248244,0.896297817
28497,0.051596108,0.223344496
28498,0.042996538,0.227313817
28499,0.136844203,0.643162836
28500,0.061565885,0.295706242
28501,0.142388561,0.464142308
28502,0.103200467,0.360490203
28503,0.50393916,0.570812638
28504,0.106004617,0.186419574
28505,0.032952537,0.028122245
28506,0.480349864,0.878057039
28507,0.02599088,0.050203849
28508,0.938497127,0.976102313
28509,0.009671988,0.103590522
28510,0.485603599,0.698689861
28511,0.257608727,0.911530447
28512,0.082163468,0.382998529
28513,0.161611398,0.51132695
28514,0.109002221,0.347681457
28515,0.096725344,0.272896285
28516,0.280510514,0.477520446
28517,0.029505278,0.14042082
28518,0.259815067,0.830329845
28519,0.113469563,0.355435364
28520,0.163671561,0.157075097
28521,0.249658974,0.856017715
28522,0.355710925,0.635829838
28523,0.115081549,0.22621507
28524,0.440918461,0.336476179
28525,0.126198605,0.201287856
28526,0.170252696,0.190168082
28527,0.056773563,0.371323212
28528,0.348105823,0.561628637
28529,0.033828629,0.135625634
28530,0.181107928,0.904718118
28531,0.086294726,0.144819845
28532,0.011036818,0.03937963
28533,0.075293619,0.181300805
28534,0.042267973,0.041051269
28535,0.056836058,0.282777646
28536,0.176101116,0.643673926
28537,0.081650276,0.53328128
28538,0.72872262,0.869797254
28539,0.011181643,0.099824633
28540,0.144096446,0.96435795
28541,0.353632762,0.576993879
28542,0.059580166,0.062854884
28543,0.151095595,0.317751175
28544,0.343134731,0.62732856
28545,0.170343641,0.826785443
28546,0.159440894,0.211552056
28547,0.076904917,0.713884906
28548,0.012653056,0.066603771
28549,0.025900778,0.149670488
28550,0.03781497,0.475872304
28551,0.207766502,0.823360193
28552,0.231565822,0.414893581
28553,0.031283586,0.144087217
28554,0.18057721,0.561993645
28555,0.071997916,0.38548329
28556,0.078838565,0.121933542
28557,0.14029478,0.89144935
28558,0.105073055,0.426776015
28559,0.020254237,0.045007399
28560,0.195111416,0.631076989
28561,0.607180258,0.913068745
28562,0.131944724,0.251693832
28563,0.076106067,0.223459669
28564,0.030391807,0.097497645
28565,0.147612097,0.468068826
28566,0.123225005,0.501421624
28567,0.057830098,0.24801706
28568,0.186743661,0.580934416
28569,0.291693836,0.571521688
28570,0.027755922,0.206482478
28571,0.029838018,0.232424191
28572,0.009004766,0.05614859
28573,0.629726016,0.954561692
28574,0.174042005,0.403367408
28575,0.383497089,0.805928681
28576,0.11495815,0.101257866
28577,0.075758426,0.951968397
28578,0.01444045,0.050061033
28579,0.215084585,0.652079815
28580,0.288739457,0.640492022
28581,0.045830008,0.313637406
28582,0.199610755,0.52483763
28583,0.137666947,0.668184196
28584,0.138846929,0.685536186
28585,0.06761423,0.41511738
28586,0.057379091,0.255137249
28587,0.372373453,0.65888485
28588,0.122179625,0.232581379
28589,0.740410453,0.938791255
28590,0.032678016,0.113538225
28591,0.824147258,0.978681282
28592,0.94617731,0.969194718
28593,0.174678014,0.822098735
28594,0.107225927,0.112346516
28595,0.085354909,0.738630313
28596,0.112806553,0.300382654
28597,0.104665655,0.811957238
28598,0.138068923,0.391536156
28599,0.078745765,0.242428623
28600,0.013708138,0.11609378
28601,0.274883154,0.798480619
28602,0.383522397,0.643265752
28603,0.159608699,0.32634596
28604,0.263943796,0.196593225
28605,0.019459501,0.062355579
28606,0.119642147,0.355513623
28607,0.01581067,0.033313105
28608,0.116751325,0.204722034
28609,0.32709199,0.804427745
28610,0.20668695,0.142398093
28611,0.033178993,0.0901031
28612,0.122418996,0.818773272
28613,0.080866314,0.214944914
28614,0.055163713,0.158271866
28615,0.031633367,0.121994464
28616,0.079546598,0.371118822
28617,0.079994082,0.141084787
28618,0.081976556,0.036019011
28619,0.359173373,0.521027506
28620,0.404360458,0.542517539
28621,0.069760309,0.931756298
28622,0.75126946,0.792185668
28623,0.22896529,0.430091537
28624,0.03908449,0.534262125
28625,0.105834575,0.077165467
28626,0.144319634,0.81113963
28627,0.364129279,0.835023196
28628,0.255994318,0.43731051
28629,0.0129159,0.023441434
28630,0.769359658,0.931392156
28631,0.033566832,0.492565143
28632,0.112137782,0.235427987
28633,0.330258578,0.473223309
28634,0.593783544,0.468540624
28635,0.241415928,0.868499176
28636,0.084386337,0.641499105
28637,0.540890431,0.764861907
28638,0.055560816,0.272727848
28639,0.070434431,0.833103945
28640,0.056477872,0.699686698
28641,0.071313843,0.444043263
28642,0.30363747,0.463174698
28643,0.015355462,0.276325802
28644,0.191378358,0.46935562
28645,0.038619288,0.400448426
28646,0.196958638,0.204143575
28647,0.040567176,0.387169519
28648,0.110253659,0.412557138
28649,0.636899585,0.331596008
28650,0.137855332,0.295345178
28651,0.619982496,0.77636095
28652,0.030675398,0.019888499
28653,0.140153979,0.741543472
28654,0.127951134,0.900750709
28655,0.142788948,0.663095739
28656,0.805281813,0.93492482
28657,0.049234449,0.133031104
28658,0.741860653,0.933770364
28659,0.00815972,0.020229243
28660,0.716648039,0.205912915
28661,0.386559552,0.429862313
28662,0.102941371,0.234248984
28663,0.091926502,0.231555673
28664,0.264537655,0.810204143
28665,0.373028583,0.360642952
28666,0.068826364,0.051363546
28667,0.243734927,0.613899167
28668,0.175818896,0.28590967
28669,0.390627309,0.795630964
28670,0.125889239,0.139148828
28671,0.067755172,0.127827853
28672,0.05475597,0.627427842
28673,0.170362863,0.592803158
28674,0.039709926,0.140684685
28675,0.525425971,0.949444482
28676,0.024442886,0.589995372
28677,0.117903971,0.961466423
28678,0.037011845,0.280158214
28679,0.080646416,0.452488739
28680,0.101347768,0.420941616
28681,0.140430033,0.78836409
28682,0.643318192,0.875918179
28683,0.098666383,0.355836184
28684,0.015157424,0.061285674
28685,0.029809638,0.117838021
28686,0.161433342,0.875301214
28687,0.029066206,0.060370042
28688,0.204612762,0.809258693
28689,0.583695756,0.91669032
28690,0.133231282,0.47990654
28691,0.272269136,0.534704328
28692,0.102894804,0.94818669
28693,0.029534438,0.86368325
28694,0.215419265,0.663128194
28695,0.202382465,0.503792207
28696,0.053810382,0.46850454
28697,0.101428249,0.522340723
28698,0.67739292,0.808206929
28699,0.052695274,0.099367111
28700,0.142815707,0.884803552
28701,0.111310171,0.182353273
28702,0.086356927,0.403904117
28703,0.21322806,0.764112793
28704,0.266577096,0.769016075
28705,0.191887617,0.715413598
28706,0.10920126,0.191046899
28707,0.02004825,0.19015181
28708,0.197286993,0.163510776
28709,0.027127842,0.021735702
28710,0.840161394,0.947584176
28711,0.557971701,0.951135311
28712,0.060850177,0.209943546
28713,0.157861861,0.329951835
28714,0.297877663,0.356880563
28715,0.560485323,0.922171192
28716,0.022568316,0.054195435
28717,0.097616715,0.677198335
28718,0.07407992,0.365491339
28719,0.024610696,0.02100693
28720,0.080740977,0.092595825
28721,0.106644761,0.456166583
28722,0.143146801,0.490861684
28723,0.074816973,0.841671784
28724,0.021971505,0.473511696
28725,0.51370089,0.929320852
28726,0.133556728,0.411320118
28727,0.157060946,0.28765965
28728,0.173071099,0.133637757
28729,0.459261961,0.825184154
28730,0.462763157,0.576393802
28731,0.091748464,0.472130404
28732,0.062524129,0.104501597
28733,0.080417512,0.271604947
28734,0.093757167,0.396444971
28735,0.113687988,0.480203747
28736,0.155773821,0.220195993
28737,0.200907048,0.642472441
28738,0.092073919,0.891538541
28739,0.408144103,0.791034657
28740,0.642179027,0.967752509
28741,0.007674337,0.201667784
28742,0.078911734,0.05244135
28743,0.082111232,0.19714345
28744,0.052731198,0.80010404
28745,0.069798456,0.910322456
28746,0.168861191,0.206464162
28747,0.115328845,0.863003375
28748,0.749816487,0.919211736
28749,0.073994056,0.428164445
28750,0.178405354,0.387494981
28751,0.146234775,0.566443895
28752,0.188988192,0.18243264
28753,0.348554399,0.082884573
28754,0.644382257,0.484029238
28755,0.151171556,0.558106608
28756,0.035126159,0.074254941
28757,0.119394005,0.513243412
28758,0.007211004,0.035135584
28759,0.095085915,0.52079869
28760,0.048313655,0.211223069
28761,0.161357038,0.542564174
28762,0.377022956,0.808391664
28763,0.19816095,0.486748116
28764,0.420838833,0.619094135
28765,0.229888965,0.72483351
28766,0.084957917,0.679257649
28767,0.073640333,0.529268397
28768,0.073829411,0.08517603
28769,0.245914368,0.453130228
28770,0.283851005,0.717253955
28771,0.359451478,0.81877561
28772,0.097496548,0.389653003
28773,0.083992447,0.226015083
28774,0.74693815,0.902295922
28775,0.054417394,0.39066276
28776,0.113253811,0.407297208
28777,0.052739441,0.450929662
28778,0.179993073,0.481712102
28779,0.688176235,0.912987308
28780,0.0661369,0.092849515
28781,0.321617899,0.890181304
28782,0.14862395,0.964667262
28783,0.038211273,0.253639931
28784,0.056466657,0.297998143
28785,0.074166276,0.340774763
28786,0.077631926,0.132010336
28787,0.077712254,0.085250469
28788,0.023505657,0.043797628
28789,0.584365821,0.439117191
28790,0.368431217,0.752598996
28791,0.888909694,0.960308411
28792,0.465894142,0.703860303
28793,0.42125538,0.879183089
28794,0.037723954,0.039696518
28795,0.130007329,0.148768947
28796,0.00760913,0.023207929
28797,0.554482015,0.836928726
28798,0.091286129,0.863316306
28799,0.143573042,0.210133002
28800,0.117226582,0.122580053
28801,0.020866813,0.065584394
28802,0.128246367,0.071472665
28803,0.073922655,0.694525335
28804,0.09711228,0.911308669
28805,0.026132475,0.134839153
28806,0.692682915,0.753060281
28807,0.208676137,0.349717795
28808,0.093061642,0.212824959
28809,0.024805804,0.924197638
28810,0.147654195,0.122333758
28811,0.132087495,0.86990694
28812,0.064622841,0.107986262
28813,0.118885439,0.452310119
28814,0.231550683,0.342021052
28815,0.105393445,0.198159409
28816,0.094822392,0.271613383
28817,0.025507307,0.204339749
28818,0.081283093,0.244540111
28819,0.068243961,0.604492149
28820,0.049391471,0.062103035
28821,0.0671393,0.113653012
28822,0.081485922,0.115626344
28823,0.139872742,0.747131252
28824,0.695922384,0.938377339
28825,0.111813454,0.41320659
28826,0.199679697,0.416887828
28827,0.683044545,0.826629698
28828,0.07598149,0.107726514
28829,0.158526142,0.127766552
28830,0.019712574,0.459757387
28831,0.076566116,0.160341041
28832,0.157233334,0.365680985
28833,0.084691329,0.323316197
28834,0.302013923,0.717081867
28835,0.120473601,0.31946069
28836,0.02212518,0.485549548
28837,0.781495683,0.902250192
28838,0.238929547,0.798745203
28839,0.519192493,0.847501232
28840,0.019462759,0.328969496
28841,0.086453258,0.254121163
28842,0.193878533,0.127629725
28843,0.291420453,0.768141716
28844,0.075014702,0.219478477
28845,0.090555552,0.130171248
28846,0.498586581,0.754212063
28847,0.069165843,0.172193651
28848,0.172033514,0.424264716
28849,0.142531342,0.358655899
28850,0.045242521,0.159687456
28851,0.017518658,0.031297188
28852,0.305993719,0.807980139
28853,0.054346326,0.208650758
28854,0.16715174,0.979732129
28855,0.082991103,0.159708159
28856,0.008905956,0.446498146
28857,0.071459958,0.434026953
28858,0.202964107,0.85195819
28859,0.020880465,0.065487443
28860,0.170905491,0.488875526
28861,0.711990342,0.763790773
28862,0.058069799,0.411370174
28863,0.215696538,0.964313283
28864,0.607581849,0.453147209
28865,0.128500322,0.916110179
28866,0.287098188,0.368611367
28867,0.090842885,0.261284468
28868,0.064495482,0.074093336
28869,0.05877595,0.144864917
28870,0.042825848,0.068096127
28871,0.04747747,0.043673691
28872,0.078773384,0.565373792
28873,0.039035673,0.043285464
28874,0.053101805,0.745774531
28875,0.198256594,0.652972977
28876,0.098930346,0.637547695
28877,0.017093005,0.115631466
28878,0.030338123,0.167920552
28879,0.200041005,0.686182184
28880,0.479949399,0.676138632
28881,0.133310786,0.058892122
28882,0.373220219,0.847980356
28883,0.425215316,0.444841775
28884,0.244970089,0.060905433
28885,0.092257566,0.245724601
28886,0.066703917,0.271538454
28887,0.02770118,0.11534183
28888,0.047225413,0.155993995
28889,0.04636076,0.07241515
28890,0.103932881,0.518902688
28891,0.087197047,0.192629543
28892,0.127437755,0.1929303
28893,0.162651892,0.673547084
28894,0.084554628,0.061289758
28895,0.060211838,0.300646685
28896,0.0646114,0.102493329
28897,0.547894544,0.878697592
28898,0.019667332,0.28086369
28899,0.1584874,0.449079919
28900,0.190857836,0.198578699
28901,0.153800823,0.923639592
28902,0.194772229,0.251835563
28903,0.090160137,0.119057727
28904,0.13215259,0.748950753
28905,0.296407933,0.922707831
28906,0.037451278,0.827934835
28907,0.011353427,0.026515124
28908,0.508775257,0.865151196
28909,0.438332572,0.636356573
28910,0.125269157,0.444973851
28911,0.14368594,0.378838908
28912,0.05271257,0.94519795
28913,0.283941205,0.394425821
28914,0.209455755,0.952894407
28915,0.070538818,0.052806502
28916,0.0730255,0.71995931
28917,0.160836094,0.76879553
28918,0.562646594,0.79865381
28919,0.26399398,0.717113022
28920,0.46094207,0.611772159
28921,0.126974588,0.676278935
28922,0.162841914,0.456888104
28923,0.460859882,0.727874972
28924,0.030082986,0.945044484
28925,0.395444015,0.632907316
28926,0.129636934,0.29220571
28927,0.045125751,0.099077446
28928,0.586478602,0.775814541
28929,0.011555672,0.099125035
28930,0.079804166,0.11669684
28931,0.153053543,0.514722252
28932,0.772819174,0.085354684
28933,0.039540507,0.143626952
28934,0.278024617,0.361414795
28935,0.488363463,0.504852052
28936,0.080900503,0.360143971
28937,0.230354116,0.610418438
28938,0.014398244,0.234514601
28939,0.076523309,0.338953193
28940,0.499232443,0.657651833
28941,0.090985732,0.87257167
28942,0.128961637,0.137738905
28943,0.118323916,0.40770601
28944,0.051020437,0.255508442
28945,0.063866814,0.185768712
28946,0.288520805,0.201481704
28947,0.053132784,0.104462615
28948,0.065255563,0.801862661
28949,0.025352602,0.1570872
28950,0.131141224,0.970104798
28951,0.024972347,0.049402401
28952,0.015351888,0.743594184
28953,0.215721302,0.786535
28954,0.285623383,0.28358421
28955,0.04612618,0.821683861
28956,0.297324199,0.706547385
28957,0.048998435,0.339611283
28958,0.112094279,0.275963095
28959,0.068453586,0.47990741
28960,0.170888878,0.743730394
28961,0.148642965,0.217024318
28962,0.249511412,0.236421936
28963,0.001538083,0.144185767
28964,0.055185688,0.484204068
28965,0.554301669,0.084353593
28966,0.079350358,0.063106727
28967,0.522933343,0.93243225
28968,0.302396319,0.771779571
28969,0.070609256,0.248882794
28970,0.023919595,0.045436992
28971,0.063343442,0.463271484
28972,0.190136764,0.853120287
28973,0.133033972,0.597024792
28974,0.064670456,0.104728832
28975,0.042141662,0.177599161
28976,0.043016387,0.576333404
28977,0.044373303,0.107423571
28978,0.007320785,0.315489929
28979,0.30695471,0.963186257
28980,0.124224032,0.227052986
28981,0.613165918,0.826132344
28982,0.075447024,0.118786822
28983,0.002151608,0.01107518
28984,0.493507278,0.687824887
28985,0.273155352,0.221770497
28986,0.452996168,0.490141103
28987,0.031292324,0.168462704
28988,0.68518883,0.647171627
28989,0.255334628,0.95419263
28990,0.128777793,0.182687623
28991,0.310517189,0.667843169
28992,0.048679086,0.12817147
28993,0.054571876,0.216530998
28994,0.221798879,0.262367628
28995,0.42980254,0.853278392
28996,0.357149445,0.666284016
28997,0.092565796,0.165654339
28998,0.395682217,0.878622193
28999,0.243636044,0.401918257
29000,0.735301405,0.876628444
29001,0.042249824,0.269170823
29002,0.080978107,0.231318187
29003,0.779522049,0.902036712
29004,0.549052676,0.793077334
29005,0.125341612,0.920525867
29006,0.096603088,0.150877843
29007,0.191238166,0.890000246
29008,0.220367084,0.497432
29009,0.159936494,0.506249251
29010,0.083389298,0.214794864
29011,0.113426319,0.307754009
29012,0.201745991,0.216849397
29013,0.091496703,0.415852016
29014,0.224850233,0.434094054
29015,0.161002403,0.18814161
29016,0.067359671,0.511297981
29017,0.055545635,0.766129873
29018,0.021571105,0.081170362
29019,0.055061918,0.462350355
29020,0.204717583,0.601935064
29021,0.364013612,0.427642206
29022,0.36304962,0.503232575
29023,0.706974441,0.821654494
29024,0.269985497,0.578206073
29025,0.028827948,0.115909107
29026,0.381888515,0.716429594
29027,0.706526047,0.900348795
29028,0.046432713,0.152416134
29029,0.041428895,0.467431415
29030,0.059505389,0.278284461
29031,0.041294268,0.130809218
29032,0.728425652,0.917122671
29033,0.17984002,0.518100277
29034,0.60623301,0.468706363
29035,0.102890149,0.290707683
29036,0.043273209,0.497074222
29037,0.268652529,0.881645648
29038,0.044372708,0.110501151
29039,0.35049633,0.505429278
29040,0.061206923,0.133769779
29041,0.371453772,0.447819051
29042,0.053103189,0.018877501
29043,0.065904217,0.288708244
29044,0.775810042,0.86684512
29045,0.136898618,0.229574647
29046,0.075533979,0.310562196
29047,0.123253267,0.182359519
29048,0.650887041,0.852860919
29049,0.71548845,0.919460965
29050,0.085396487,0.771990804
29051,0.515088102,0.438507758
29052,0.027827699,0.109355182
29053,0.065569705,0.485990571
29054,0.099859485,0.260878821
29055,0.077980994,0.912686042
29056,0.094965225,0.765811301
29057,0.136902496,0.893274834
29058,0.006873576,0.016105605
29059,0.029904718,0.351173883
29060,0.201120743,0.416222624
29061,0.126482583,0.407064406
29062,0.135248471,0.282337029
29063,0.7548008,0.821328563
29064,0.949530527,0.972892876
29065,0.075456746,0.176189271
29066,0.14199718,0.675378169
29067,0.827064905,0.968898966
29068,0.0076169,0.1546224
29069,0.091840599,0.916483965
29070,0.0348338,0.560271247
29071,0.510827649,0.513142261
29072,0.102322209,0.634416792
29073,0.129659775,0.230598384
29074,0.603821657,0.91830324
29075,0.072424893,0.625539842
29076,0.59298366,0.79622246
29077,0.057848561,0.916801714
29078,0.099619445,0.445908049
29079,0.639733507,0.545579722
29080,0.06876182,0.288633769
29081,0.205554468,0.789710468
29082,0.03576609,0.040967236
29083,0.048272701,0.075117796
29084,0.413119878,0.786509402
29085,0.230504634,0.699549996
29086,0.806677117,0.811069353
29087,0.308620711,0.179188932
29088,0.113338948,0.462562265
29089,0.002010685,0.006256778
29090,0.074304825,0.759500335
29091,0.366665448,0.977041448
29092,0.149913005,0.440473595
29093,0.532479416,0.725713207
29094,0.007115657,0.016986853
29095,0.056844372,0.482360249
29096,0.32536707,0.498115766
29097,0.030066566,0.054684103
29098,0.495483948,0.880058424
29099,0.716343906,0.794307123
29100,0.635289819,0.737163683
29101,0.406329448,0.508542824
29102,0.322742756,0.864989682
29103,0.500222587,0.649516646
29104,0.123710591,0.621967769
29105,0.495184674,0.874649974
29106,0.147227796,0.682525219
29107,0.103342656,0.302443976
29108,0.384879749,0.745301387
29109,0.07437217,0.446600605
29110,0.047280805,0.268629681
29111,0.677196567,0.90824263
29112,0.501824837,0.694780157
29113,0.141612501,0.162022368
29114,0.140429916,0.337723491
29115,0.117989425,0.300174123
29116,0.138573553,0.353045276
29117,0.39102791,0.234475849
29118,0.299196884,0.850275512
29119,0.956373415,0.985160049
29120,0.055622054,0.170318819
29121,0.04947902,0.031967055
29122,0.449386043,0.971717
29123,0.01748352,0.196156525
29124,0.112480141,0.374298983
29125,0.027384811,0.482961343
29126,0.409766234,0.062936564
29127,0.49820201,0.74298533
29128,0.134571912,0.598363987
29129,0.012682887,0.054451864
29130,0.145591532,0.619802464
29131,0.029333525,0.109883186
29132,0.766103209,0.485613742
29133,0.200522221,0.520587517
29134,0.050247711,0.071464807
29135,0.110538181,0.806011279
29136,0.066226846,0.134650159
29137,0.073658622,0.210461597
29138,0.028314604,0.074795498
29139,0.034710381,0.152451335
29140,0.122229995,0.161427157
29141,0.174741447,0.054070291
29142,0.340597685,0.543170763
29143,0.138345634,0.391388817
29144,0.843563146,0.968527342
29145,0.653346093,0.597343202
29146,0.099870087,0.305908247
29147,0.15655546,0.817343337
29148,0.134975384,0.917009064
29149,0.213659268,0.828411316
29150,0.074292624,0.28003799
29151,0.067296762,0.221281837
29152,0.266479515,0.466653561
29153,0.060628847,0.130134182
29154,0.082608616,0.222020256
29155,0.270224324,0.811455839
29156,0.082239824,0.27667042
29157,0.014561577,0.047141
29158,0.0867338,0.888333296
29159,0.283216025,0.75771931
29160,0.016592276,0.029223579
29161,0.678958141,0.706039803
29162,0.080962249,0.234005491
29163,0.027944287,0.03035644
29164,0.018521792,0.068349351
29165,0.763437099,0.951742431
29166,0.152154284,0.387513558
29167,0.024605649,0.008221579
29168,0.215601511,0.523613339
29169,0.575245611,0.631597569
29170,0.187204389,0.601412018
29171,0.273800952,0.633790208
29172,0.054047585,0.495796508
29173,0.005883267,0.134519682
29174,0.490858386,0.045490288
29175,0.256859928,0.469923098
29176,0.267075735,0.601799694
29177,0.314313115,0.502378347
29178,0.262951415,0.307595914
29179,0.028294184,0.396957243
29180,0.05302731,0.760816413
29181,0.095537827,0.295608484
29182,0.105281428,0.153150095
29183,0.320122923,0.332741853
29184,0.009197122,0.028194292
29185,0.638571048,0.337005147
29186,0.155047567,0.654295568
29187,0.121516992,0.319845403
29188,0.085690474,0.249507422
29189,0.034492865,0.131141607
29190,0.163329129,0.430171538
29191,0.080721088,0.139526887
29192,0.075995753,0.140137151
29193,0.074016547,0.145955057
29194,0.030213249,0.056533743
29195,0.209915978,0.829893991
29196,0.021479458,0.055850479
29197,0.025519241,0.063493663
29198,0.175524058,0.331391558
29199,0.036622055,0.234520427
29200,0.569281257,0.30244215
29201,0.073779473,0.0687841
29202,0.427162048,0.496645934
29203,0.043594325,0.688731824
29204,0.044473989,0.818817417
29205,0.042066415,0.90360606
29206,0.217334488,0.833712016
29207,0.133730577,0.326440798
29208,0.192309264,0.959593308
29209,0.082883518,0.051109506
29210,0.028759723,0.014505313
29211,0.356823226,0.416401018
29212,0.008061266,0.025263522
29213,0.13682424,0.19188278
29214,0.22162358,0.766099896
29215,0.099720484,0.188604011
29216,0.53581477,0.698576101
29217,0.136359898,0.197218687
29218,0.667403692,0.800181739
29219,0.01858326,0.017617007
29220,0.052519752,0.861961584
29221,0.460920478,0.961584026
29222,0.020364554,0.043485563
29223,0.026613842,0.06280862
29224,0.778708857,0.333970548
29225,0.035542519,0.904248937
29226,0.167363623,0.356934861
29227,0.060646183,0.130780245
29228,0.460907907,0.75729643
29229,0.116994611,0.27704018
29230,0.558758749,0.295121414
29231,0.038107855,0.127435548
29232,0.159076567,0.278172872
29233,0.060163698,0.408011652
29234,0.002927314,0.0097311
29235,0.34303207,0.614292247
29236,0.719030614,0.834170125
29237,0.049200101,0.555078179
29238,0.51035393,0.815720727
29239,0.030016749,0.078396347
29240,0.220490256,0.449651169
29241,0.047768698,0.076310962
29242,0.128008984,0.913995582
29243,0.226697395,0.439316427
29244,0.887225033,0.913692308
29245,0.154638339,0.374787044
29246,0.03724559,0.705927796
29247,0.079194745,0.742020776
29248,0.099958581,0.022707788
29249,0.485372077,0.860675043
29250,0.100281388,0.881743578
29251,0.246647508,0.572673901
29252,0.538329187,0.744899783
29253,0.092240536,0.10008073
29254,0.445376149,0.744614959
29255,0.042625529,0.080973188
29256,0.259225772,0.489604268
29257,0.089034946,0.425686565
29258,0.107597196,0.222609456
29259,0.060596392,0.328572511
29260,0.834988951,0.748349876
29261,0.100551277,0.959750387
29262,0.302942139,0.388176401
29263,0.061166305,0.201524659
29264,0.72400025,0.880057189
29265,0.033972678,0.124099695
29266,0.042110749,0.048479926
29267,0.448889594,0.703922881
29268,0.215989136,0.02182156
29269,0.059613041,0.523142997
29270,0.043551227,0.155579213
29271,0.022897508,0.335091949
29272,0.194056968,0.331624642
29273,0.004628179,0.006287653
29274,0.039254463,0.931090838
29275,0.117834246,0.447155443
29276,0.059870634,0.16022539
29277,0.385213158,0.643884445
29278,0.058040069,0.043418221
29279,0.130470242,0.513070143
29280,0.395402438,0.738540428
29281,0.01041349,0.22663777
29282,0.109323921,0.589267756
29283,0.167438089,0.794666233
29284,0.013435929,0.082749805
29285,0.037474225,0.638546615
29286,0.037260745,0.173322115
29287,0.132018002,0.342172476
29288,0.133562139,0.852912315
29289,0.717113136,0.968954274
29290,0.027898463,0.091466534
29291,0.095325749,0.36573819
29292,0.637318073,0.788535591
29293,0.007896832,0.314172109
29294,0.389780404,0.436832879
29295,0.630788868,0.948902352
29296,0.25685612,0.688928748
29297,0.283984403,0.613058834
29298,0.05069917,0.738922383
29299,0.392261366,0.831641775
29300,0.004087996,0.286415592
29301,0.018288029,0.108516184
29302,0.422181589,0.872659137
29303,0.393593845,0.533095843
29304,0.184497028,0.491285379
29305,0.054475556,0.13949919
29306,0.094389314,0.291056003
29307,0.195695694,0.667431016
29308,0.406578037,0.436369244
29309,0.338992062,0.651395316
29310,0.137778921,0.96973777
29311,0.064166841,0.388852913
